geneID	symbol	ZT0_R1	ZT4_R1	ZT8_R1	ZT12_R1	ZT16_R1	ZT20_R1	ZT0_R2	ZT4_R2	ZT8_R2	ZT12_R2	ZT16_R2	ZT20_R2
FBgn0020622	Pi3K21B	32.324900	46.055900	44.927900	44.921600	43.069900	39.132600	37.609700	44.333500	50.292700	46.432200	40.468200	48.717400
FBgn0266310	asRNA:CR44975	0.000000	0.000000	0.000000	0.000000	0.222594	0.000000	0.000000	0.000000	0.186625	0.000000	0.000000	0.000000
FBgn0028430	He	6.960450	5.033600	7.702470	6.365440	4.113960	5.566570	7.139780	5.089390	6.894260	6.799480	3.821870	6.334200
FBgn0266312	lncRNA:CR44977	0.091006	0.208261	0.000000	0.042692	0.251817	0.048718	0.364249	0.129916	0.211155	0.077075	0.000000	0.248565
FBgn0033667	reb	0.130071	0.095322	0.249011	0.169772	0.096047	0.167204	0.078139	0.173431	0.060403	0.066145	0.029157	0.028442
FBgn0266314	lncRNA:CR44979	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0028434	Ercc1	2.932170	2.494170	2.227550	3.384560	3.157530	3.814130	3.425090	2.925580	1.350860	2.189320	3.442910	2.060880
FBgn0266316	asRNA:CR44981	0.281377	0.128879	0.112232	0.000000	0.000000	0.201079	0.093974	0.000000	0.072594	0.039786	0.053049	0.000000
FBgn0028436	ECSIT	5.696700	3.139590	2.696930	3.022570	3.505460	3.572220	4.451710	2.955380	2.903580	2.747790	3.322250	2.531850
FBgn0266318	lncRNA:CR44983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158184	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0266319	asRNA:CR44984	0.346754	0.000000	0.055321	0.129313	0.128027	0.000000	0.069437	0.132105	0.000000	0.176336	0.077730	0.000000
FBgn0033668	exp	0.811708	0.398981	0.489581	0.516786	0.401953	0.615006	0.971177	0.245113	0.275827	0.318827	0.865432	0.606098
FBgn0033669	PI31	69.693500	52.352300	58.096700	65.991500	63.714500	68.902600	73.116900	58.925900	64.618900	66.889100	80.605100	70.760000
FBgn0266868	lncRNA:CR45329	0.000000	0.077260	0.000000	0.000000	0.311392	0.000000	0.084445	0.000000	0.000000	0.000000	0.094530	0.000000
FBgn0266869	asRNA:CR45330	3.891730	2.916860	0.846641	3.958140	2.285920	1.894990	1.416920	1.010860	3.285950	2.099010	3.172290	2.320870
FBgn0262478	CG43068	5.017870	3.870880	4.283530	3.036740	3.493990	2.829150	4.495190	4.108280	4.224410	3.805250	2.565400	3.079980
FBgn0032399	CG6785	0.774840	0.709798	0.816740	0.915888	0.906765	0.741106	0.651116	0.724781	0.985240	0.925416	0.885005	0.820861
FBgn0032398	CG6766	39.317500	37.498900	36.399700	32.103100	37.123600	32.521900	40.175900	40.941900	34.909000	33.086500	27.856100	33.022400
FBgn0032397	Tom70	5.910630	4.439450	3.846270	4.082130	4.546380	5.299900	5.108700	4.343550	4.191960	3.666810	5.171930	3.854680
FBgn0032820	fbp	67.909300	53.548900	42.983400	52.201900	40.348400	47.894900	56.833100	50.840000	41.837200	48.499500	39.810800	53.433500
FBgn0032395	CG6734	4.111950	4.706570	4.524160	4.385710	4.272740	4.887360	4.300750	4.416680	4.254180	3.979940	4.206750	4.596010
FBgn0032394	CG6746	33.309700	39.667700	34.491500	29.883100	32.370000	33.662900	33.288000	35.435400	31.958800	31.427800	24.161400	29.547000
FBgn0032393	CG12264	50.483200	46.892800	48.379600	50.542800	52.684500	50.715400	52.510800	42.958200	49.737600	51.903600	46.550600	54.422100
FBgn0032824	CG13962	0.000000	0.000000	0.000000	0.000000	0.214554	0.000000	0.000000	0.000000	0.269830	0.196980	0.000000	0.254217
FBgn0032827	CG10481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094941
FBgn0032390	dgt2	4.779760	6.867590	7.065440	5.852700	8.998560	7.253240	5.227360	5.900710	6.296880	6.568400	6.362560	7.402850
FBgn0003044	Pcl	5.437530	4.900940	5.454160	5.558930	5.238190	4.659920	4.768420	5.059660	5.059930	4.343740	5.534050	4.619330
FBgn0035626	lin-28	0.000000	0.000000	0.175438	0.000000	0.000000	0.117802	0.165156	0.052367	0.000000	0.093204	0.000000	0.000000
FBgn0035627	Sse	0.397077	0.387849	0.379947	0.493443	0.586269	0.312275	0.317970	0.428438	0.491576	0.224304	0.296656	0.405081
FBgn0035624	Eaf6	5.363150	3.684710	3.837680	2.720650	6.333480	6.421120	6.080480	6.159490	5.066630	3.476010	3.447540	4.915140
FBgn0035625	Blimp-1	30.390100	30.960200	33.675800	36.337100	31.029600	37.066900	33.289000	31.979400	35.245800	35.462600	44.180600	35.703600
FBgn0035622	TM9SF3	17.443600	15.432400	13.880400	15.745900	15.766200	16.013600	17.358400	14.318300	14.887400	15.670000	21.176300	16.343700
FBgn0035623	mthl2	11.461300	13.450500	11.075500	12.572700	10.210600	10.536900	11.475400	12.816500	11.739500	11.236400	11.471900	11.439900
FBgn0035620	CG5150	0.196691	0.120119	0.148963	0.465416	0.211792	0.105348	0.295404	0.031217	0.253728	0.611229	0.209307	0.107521
FBgn0003514	sqh	110.004000	92.926600	98.091700	101.477000	101.311000	101.148000	101.608000	102.724000	108.790000	92.788900	118.790000	90.457900
FBgn0261381	mtTFB1	34.019300	40.577700	36.904400	30.835500	36.997500	29.778500	31.774900	37.275100	35.655600	31.503000	27.361300	33.233800
FBgn0003041	pbl	7.480470	7.334830	6.871800	7.380270	6.922640	7.123000	8.266140	6.619990	7.877040	7.435150	8.653350	6.847080
FBgn0013720	pck	17.061300	16.187600	13.724500	14.607000	13.219400	13.025400	13.858400	14.372600	13.564800	12.138600	13.251100	14.134700
FBgn0013726	pnut	14.049900	13.746100	12.396800	10.623100	12.388200	11.582100	12.924900	11.916700	13.074900	11.611700	14.989900	11.794600
FBgn0013725	phyl	3.287990	2.631840	2.622760	2.351150	2.357200	1.538840	2.940480	2.888270	2.198940	2.191520	2.325630	1.221550
FBgn0002022	Catsup	43.032600	33.020900	31.985800	38.100700	31.047400	38.502500	46.163300	30.472100	35.009500	31.084500	48.936200	35.706600
FBgn0002023	Lim3	2.717390	2.006800	2.024360	1.767110	1.469950	1.627280	2.705520	1.769820	1.787310	1.734840	2.056870	1.578010
FBgn0034726	Mes4	37.754200	39.355500	37.212000	37.727300	39.354300	35.911400	43.775200	36.783900	39.381300	32.090700	33.488300	37.482100
FBgn0261437	CSN8	39.813500	37.778000	30.526000	36.786100	31.263900	35.393000	47.478300	29.202900	30.079000	31.125200	43.691100	34.953300
FBgn0002021	l(2)37Bb	10.825500	8.836150	9.133500	8.442980	9.992230	8.957750	10.109400	8.790160	8.163920	8.204780	9.255620	10.735700
FBgn0001128	Gpdh1	147.585000	145.380000	120.594000	128.838000	99.064400	101.809000	148.753000	126.540000	118.328000	113.342000	107.993000	98.955500
FBgn0004449	Ten-m	31.217600	31.685000	32.373000	31.483800	30.362900	33.135300	30.614000	32.383200	32.700600	32.166300	37.514100	33.226700
FBgn0052128	tRNA:Pro-AGG-1-6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052129	tRNA:Pro-AGG-1-5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052123	tRNA:CR32123:Psi	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052121	CG32121	2.315930	3.273740	2.739200	2.326690	1.916520	2.202880	2.318790	3.080370	2.565110	2.182850	1.879660	2.422930
FBgn0052126	tRNA:Pro-AGG-1-7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052127	tRNA:Leu-CAA-2-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0026189	prominin-like	27.372500	24.726800	25.357200	26.426100	24.629800	25.113500	28.033000	23.235800	24.179400	24.304200	27.973500	26.057900
FBgn0028292	ric8a	9.064020	8.735630	8.058640	7.834290	8.523170	8.597170	8.923970	8.093050	8.564610	6.721970	8.889200	8.898300
FBgn0039259	CG11781	24.150200	10.313000	9.559630	12.019500	14.078600	15.561300	21.634800	7.609250	8.151300	10.619000	18.316600	8.139590
FBgn0039258	beta4GalT7	4.076040	5.334130	3.576510	3.637270	6.825850	6.674380	3.964480	4.824810	4.326550	3.898840	5.286390	6.366350
FBgn0032283	CG7296	10.446200	8.284190	9.297250	20.026100	14.523200	18.165800	12.182000	8.194290	12.259200	15.193000	18.274000	10.512100
FBgn0032533	CG16888	0.000000	0.000000	0.000000	0.136950	0.000000	0.000000	0.147109	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0039252	CG11771	28.529700	42.390200	31.612100	25.936800	38.454000	37.701100	26.492200	37.518500	34.213300	31.666900	26.982300	42.595800
FBgn0039251	Trf4-2	0.219305	0.195030	0.149944	0.204460	0.078604	0.257090	0.188208	0.324429	0.264004	0.253120	0.280909	0.233042
FBgn0039250	Mink	1.856120	1.949140	2.184770	1.688270	2.298250	1.551880	1.903740	1.940240	1.769470	1.880120	1.547590	1.509640
FBgn0039257	tnc	5.109000	5.198120	5.120840	6.143370	7.327610	8.602070	6.768680	5.804990	4.845430	5.422280	6.530350	8.588180
FBgn0032536	Ance-3	23.785900	28.600900	29.316300	23.029300	25.079000	23.823600	19.264200	28.197200	29.194800	30.374200	19.861900	23.395100
FBgn0032535	Ance-2	0.077618	0.000000	0.020638	0.024121	0.000000	0.000000	0.000000	0.024641	0.000000	0.000000	0.028998	0.028287
FBgn0039254	Nmnat	11.039100	9.486110	9.371550	6.344860	12.827000	8.215940	11.618900	9.296190	9.292980	7.900640	8.862700	6.635380
FBgn0029740	CG12680	0.000000	0.000000	0.055838	0.000000	0.162027	0.000000	0.000000	0.000000	0.271627	0.074421	0.000000	0.287803
FBgn0262524	ver	12.582700	11.258400	8.768960	8.196350	11.810400	11.670800	8.995840	12.846800	10.057200	8.203630	9.965250	9.498640
FBgn0029745	Rpn13R	0.943398	1.566350	1.598990	0.989418	1.686990	1.642360	1.180810	1.796870	1.916480	1.049450	1.453810	2.320530
FBgn0029746	CG15465	7.963660	9.291430	9.158680	7.613900	9.369790	9.016830	9.171950	11.873100	8.568020	8.777090	8.806750	9.139540
FBgn0029747	CG5062	0.027273	0.000000	0.000000	0.000000	0.025179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0262529	CG43083	0.685107	0.209199	0.000000	0.000000	0.000000	0.244638	0.000000	0.000000	0.000000	0.000000	0.255959	0.249682
FBgn0262528	CG43082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0265069	lncRNA:CR44180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0265068	asRNA:CR44179	1.530110	1.105160	1.079700	1.042470	1.520970	1.071730	1.590920	1.261110	1.389250	0.823001	1.286230	1.222510
FBgn0260011	NimC4	1.644620	1.861060	1.466220	1.533300	2.455630	1.865420	1.259210	2.211310	1.310350	1.106930	1.192730	1.692340
FBgn0265066	lncRNA:CR44177	0.716306	0.590560	0.857074	0.400692	0.330584	0.613869	0.573754	0.750433	0.166322	0.789241	0.802846	1.253050
FBgn0265065	asRNA:CR44176	0.288903	0.352869	0.230452	0.269347	0.088888	0.515807	0.096420	0.183434	0.596281	0.163241	0.323806	0.737019
FBgn0260012	pds5	21.137400	24.282400	23.290000	19.150400	23.559200	18.720700	18.306000	24.365400	23.675400	19.997200	18.827100	20.795400
FBgn0265063	CG44174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178008	0.000000	0.000000
FBgn0265062	lncRNA:CR44173	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0265061	lncRNA:CR44172	0.000000	0.000000	0.083424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0265060	lncRNA:CR44171	0.174303	0.159672	0.347596	0.081252	0.160886	0.000000	0.087260	0.249010	0.000000	0.073866	0.195362	0.190571
FBgn0035298	SCOT	10.444400	6.748890	6.839890	7.969570	8.500810	7.971320	7.395340	6.876690	6.671520	6.556420	7.752210	6.530430
FBgn0263586	lncRNA:CR43611	0.306150	0.559183	1.461090	1.139380	1.408900	1.308110	3.057110	0.000000	0.708843	0.258742	1.026580	1.001310
FBgn0264253	Send2	0.000000	0.000000	0.000000	0.170163	0.000000	0.000000	0.000000	0.173830	0.000000	0.000000	0.000000	0.299327
FBgn0046756	pncr017:3R	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0037950	HisCl1	12.807000	9.438800	7.397320	7.670750	8.809900	9.351750	12.872800	8.786230	7.601340	7.104080	9.336150	8.479890
FBgn0037956	CG6959	31.579700	28.119100	30.081600	38.858600	33.627900	40.901200	40.130800	29.700400	31.982900	36.075300	53.313900	38.207900
FBgn0037955	CG6950	40.498900	41.015700	39.776500	37.522200	39.177100	36.642300	44.722200	39.613700	33.686100	40.490400	30.862300	42.511100
FBgn0037958	CG6962	5.979710	6.439510	6.371990	6.745250	8.005260	8.557240	6.946870	5.760300	6.359330	6.770400	7.060270	7.760500
FBgn0264562	Hr4	0.227495	0.187511	0.259747	0.355022	0.301571	0.245683	0.228409	0.202354	0.211981	0.544127	0.350839	0.212930
FBgn0003308	ry	10.139000	8.488810	9.640640	8.886920	7.199750	8.531930	7.164290	8.428260	9.119390	9.707680	6.787170	8.832240
FBgn0067905	IM14	5672.530000	1859.480000	3245.130000	7388.420000	2475.100000	2664.030000	8376.470000	1988.530000	3567.920000	3873.270000	5601.730000	1945.700000
FBgn0039628	CG11841	34.600900	28.357100	29.888600	37.050200	27.193700	30.856200	34.105200	31.417300	28.815600	33.074200	30.743700	25.808100
FBgn0039629	CG11842	48.298100	53.385200	56.220400	56.671500	51.633200	59.252300	62.459900	59.467700	46.782500	55.869200	49.531600	62.718400
FBgn0259716	CG42370	9.220820	14.443800	11.977300	15.946700	11.519500	11.160900	8.534920	11.806500	11.556800	14.095600	11.240300	11.969700
FBgn0259717	CG42371	53.892700	33.727200	35.923500	34.126600	31.619600	38.983400	51.929100	33.744000	28.909200	35.094400	41.624700	36.520200
FBgn0259714	DIP-epsilon	22.979100	26.101500	16.250800	12.464000	12.503600	19.867600	23.007500	24.266400	16.769800	11.616500	12.778300	17.757100
FBgn0067903	IM18	101.199000	51.914100	13.377100	21.026200	3.202580	8.053160	22.001700	34.146700	16.112700	3.920970	19.444300	159.326000
FBgn0039622	eIF4E6	15.419400	18.056300	16.587900	12.573500	15.506700	15.063500	14.996400	14.951900	15.245700	12.281100	11.374900	15.045300
FBgn0039623	CG1951	14.477400	16.589500	15.853000	14.787500	14.273000	14.563700	15.447800	14.430700	14.833200	14.205500	14.423500	15.355700
FBgn0003302	rux	5.404850	3.254930	4.277190	3.479320	4.102020	6.161420	4.595700	3.828630	3.836640	4.071970	4.140000	5.487130
FBgn0039621	CG14518	2.466630	2.146600	1.770820	2.299660	2.618270	1.717530	2.593170	1.174610	2.959150	1.986070	3.732260	2.292310
FBgn0039626	Slu7	5.453420	7.111450	5.271270	4.456220	6.514110	4.879720	5.460160	7.393590	4.419470	5.193030	4.134770	5.401200
FBgn0039627	CG11837	8.927520	12.957600	9.479650	9.998670	11.183300	11.364400	10.389600	9.882880	9.556960	8.794900	6.692390	9.380410
FBgn0039625	beta4GalNAcTB	7.560990	7.427000	6.430900	7.473830	7.441430	8.002040	7.433520	6.854060	6.909660	7.875320	7.453440	8.665020
FBgn0262579	Ect4	96.207400	98.966800	99.668400	86.357400	90.759000	109.498000	80.178100	105.839000	95.095100	92.543700	87.399400	110.079000
FBgn0033753	Cyp301a1	0.691568	1.211940	0.839466	0.756887	0.943623	1.030730	1.414950	0.830473	1.023980	0.866470	0.370709	0.657487
FBgn0262562	CG43102	24.102800	25.386900	23.297000	20.216500	24.138900	27.226800	26.735900	26.188400	25.142900	21.958500	21.740300	26.326200
FBgn0015024	CkIalpha	417.874000	371.742000	370.149000	368.140000	363.646000	517.792000	433.583000	407.641000	385.871000	399.739000	503.662000	484.691000
FBgn0044419	Pmi	31.552700	14.796700	14.870300	22.723400	15.796500	18.340700	31.407700	15.185500	15.518300	17.303800	27.187900	16.333300
FBgn0016641	PTP-ER	19.097700	24.500300	22.842200	19.557400	23.834000	21.378700	20.110700	23.610500	24.217000	23.751500	16.240300	23.980300
FBgn0052598	betaNACtes6	0.000000	0.062534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057857	0.000000	0.000000
FBgn0262570	CG43110	1.600550	2.574050	2.354870	1.623690	1.378890	1.371630	2.742220	1.727590	2.339960	1.326400	1.754010	2.838830
FBgn0085289	CG34260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0262583	CG43123	0.000000	0.000000	0.000000	0.061877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0262571	CG43111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0010501	Dcp-1	2.398260	2.568250	2.613590	2.046980	2.587780	3.003320	3.111440	2.573640	1.777770	2.691120	2.612280	2.400490
FBgn0029964	CG1409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0029965	Ir7b	0.000000	0.000000	0.000000	0.000000	0.000000	0.031700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0029966	Ir7c	0.081107	0.049532	0.021565	0.025204	0.000000	0.086885	0.054137	0.000000	0.020924	0.045828	0.060603	0.029557
FBgn0029961	Ir7a	0.063612	0.000000	0.025371	0.029653	0.058715	0.034072	0.063690	0.030292	0.000000	0.053914	0.035648	0.034774
FBgn0029962	CG1402	6.745900	5.918890	6.311970	6.368880	6.108400	6.647140	7.537970	5.774200	5.981250	6.272380	8.039440	6.037310
FBgn0029963	CG10920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0262560	wcd	4.613720	4.226430	3.651740	2.800920	3.928450	3.486500	3.580950	3.712860	2.629750	2.455350	2.886210	4.144930
FBgn0263260	sel	39.459300	37.682700	39.190600	44.723000	53.323500	47.657800	41.961200	35.063400	35.730700	44.318700	49.285200	56.183200
FBgn0029968	Ir7g	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029843	0.000000	0.000000
FBgn0029969	CG10932	16.356700	13.629300	12.498600	14.809100	17.215700	19.749200	13.817000	14.477900	13.378900	15.930000	17.964500	22.867500
FBgn0262943	lncRNA:CR43262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0267620	lncRNA:CR45958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0262945	lncRNA:CR43264	36.406100	7.634360	5.598150	11.859200	21.052900	23.963700	21.080200	10.026000	10.524200	9.294020	30.480500	20.141700
FBgn0262944	lncRNA:CR43263	0.082870	0.000000	0.000000	0.000000	0.000000	0.088773	0.000000	0.157851	0.000000	0.070237	0.000000	0.000000
FBgn0262948	CG43267	0.000000	0.000000	0.000000	0.309507	0.000000	0.000000	0.000000	0.632258	0.000000	0.000000	0.000000	0.362985
FBgn0267207	lncRNA:CR45647	0.504558	0.924409	0.402475	1.411210	0.000000	1.081000	1.515550	0.480542	0.390518	0.427640	1.131030	0.551647
FBgn0052590	CG32590	3.465120	5.001850	4.187960	4.209520	6.202930	3.262040	5.256670	5.200290	4.388620	3.203870	4.825270	3.214490
FBgn0031731	CG14007	0.000000	0.161644	0.000000	0.054837	0.162873	0.126018	0.176674	0.000000	0.045525	0.000000	0.000000	0.064308
FBgn0267625	lncRNA:CR45963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0027528	goe	16.952300	14.758200	15.569100	17.574900	16.961100	18.092600	17.369800	16.227400	15.177700	16.685300	18.950800	16.328900
FBgn0027529	tapas	36.740900	41.041500	37.464700	30.804300	34.897700	27.773300	33.547200	41.444600	37.025100	32.309400	26.721600	29.406300
FBgn0027526	Ublcp1	20.790400	29.572800	24.584500	24.740300	30.954800	30.105800	31.851800	29.104300	27.654600	25.856000	23.712100	35.695300
FBgn0027527	Osi6	0.038904	0.142557	0.124135	0.036271	0.143641	0.041675	0.194765	0.151372	0.090335	0.323290	0.110587	0.085071
FBgn0027524	CG3909	7.950830	6.964440	6.110740	6.114070	5.892470	5.719610	6.043130	4.366560	4.177390	5.755000	4.943550	4.695410
FBgn0027525	LTV1	44.865800	33.617700	34.357500	31.256000	36.397100	39.919600	35.569700	34.908200	31.674900	34.224100	29.122300	36.501400
FBgn0039697	CG7834	188.004000	221.198000	181.308000	176.382000	202.256000	179.923000	179.930000	230.348000	177.977000	190.979000	135.296000	216.346000
FBgn0085308	CG34279	0.115561	0.000000	0.178320	0.106715	0.000000	0.000000	0.000000	0.000000	0.173077	0.097255	0.000000	0.000000
FBgn0027521	CG3679	0.408658	0.280763	0.228182	0.323846	0.226318	0.284547	0.347786	0.291904	0.300477	0.329039	0.320619	0.201057
FBgn0034379	CG15073	4.887170	3.283080	4.061520	4.333810	4.399300	4.376210	5.038930	2.983160	4.034540	3.087770	3.882650	3.335380
FBgn0266083	ocm	4.641250	3.619780	3.516670	2.675430	3.899400	4.856940	4.196530	4.021970	3.264760	3.125980	3.808650	4.294710
FBgn0266084	Fhos	13.334200	11.570000	11.170300	8.862950	11.269300	12.177900	13.036600	11.143200	10.211600	8.855450	10.711400	11.090600
FBgn0266086	lncRNA:CR44828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293053	0.000000
FBgn0266087	lncRNA:CR44829	0.000000	0.000000	0.000000	0.000000	0.000000	0.078125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0266088	lncRNA:CR44830	0.000000	0.000000	0.120723	0.070549	0.034923	0.081062	0.037882	0.036035	0.000000	0.000000	0.000000	0.000000
FBgn0034371	SP2637	38.974700	29.488400	32.991900	34.964800	28.283700	33.860200	40.195500	28.125600	32.955400	30.777800	43.415000	30.600100
FBgn0034377	CG15071	0.093377	0.513234	0.521410	0.609396	0.344758	0.300089	0.654450	0.266798	0.433634	0.553996	0.000000	0.408368
FBgn0026320	Tom	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053112	0.000000	0.000000	0.000000
FBgn0051618	His2A:CG31618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0040697	Teh3	17.423300	13.310900	13.821900	8.585860	9.790190	14.120300	14.531100	14.055100	11.222200	10.756400	8.463590	12.500400
FBgn0029629	eIF3g1	43.300700	36.128500	33.934100	28.919800	35.585100	30.448900	42.530200	39.732400	30.035100	31.119600	27.458900	29.138700
FBgn0030258	CG1552	133.260000	104.168000	112.317000	105.994000	106.986000	118.531000	137.936000	93.527100	102.320000	104.899000	122.429000	108.859000
FBgn0030259	CG1545	51.683600	65.262100	56.586000	51.680900	71.370700	58.079500	58.241300	64.859300	60.866000	60.467600	53.157200	66.700500
FBgn0037574	Coq2	4.641450	2.590960	2.979260	3.110220	3.614760	4.195210	4.465660	2.624690	3.480130	3.503610	4.714500	4.281710
FBgn0065055	snoRNA:Psi28S-2648	17.418300	22.338700	47.240400	32.478600	25.724000	52.245800	38.367700	9.953550	40.444400	17.715600	31.236300	45.705400
FBgn0037576	Or85a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081513	0.044631	0.000000	0.000000
FBgn0037577	CG7443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0037570	CG11693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035855	0.000000	0.000000
FBgn0030251	CG2145	100.071000	118.716000	103.678000	67.681300	91.395500	94.003700	89.589300	109.130000	90.248600	90.221400	88.220100	100.261000
FBgn0037572	CG11698	0.000000	0.000000	0.000000	0.137520	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0037573	CG7483	59.070300	84.423400	66.670600	50.425300	70.586100	55.664000	51.249300	75.128200	61.939100	50.792300	41.573800	65.521000
FBgn0033471	CG12134	4.853990	4.844190	4.847780	3.789580	5.281710	5.326610	3.793160	4.134340	3.237640	3.578860	4.644260	4.185190
FBgn0036150	Ir68a	2.378860	1.986890	1.732310	1.632780	2.411020	2.648260	3.082330	2.065730	1.787040	2.016220	2.407890	2.221160
FBgn0033473	CG12128	8.493210	7.252110	6.816260	5.769420	6.977680	6.610180	7.187070	7.872060	7.274790	5.915240	5.604480	8.694990
FBgn0085257	CG34228	80.637700	49.245800	49.509200	53.536700	54.131200	43.976400	74.131600	44.916000	48.794800	47.012900	68.195700	47.821900
FBgn0033475	CG12129	20.855400	14.120900	14.707100	14.465400	15.158200	11.440500	21.032500	13.145800	15.596400	14.858100	13.550700	12.282100
FBgn0033474	CG1407	15.055800	12.836100	13.067800	15.195700	14.199500	15.227900	17.386100	13.049800	14.046100	13.262600	14.171000	13.683400
FBgn0085252	CG34223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0033476	oys	125.006000	180.411000	186.409000	144.703000	166.872000	100.888000	127.331000	159.020000	193.990000	158.705000	119.236000	124.503000
FBgn0033479	PIG-N	2.495110	1.885260	1.598050	2.258330	2.504770	2.458250	2.862900	2.081470	1.649250	2.315430	3.225240	2.668240
FBgn0036158	CG6149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090113	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0036629	GluRS-m	1.604630	1.246220	1.780900	1.821190	1.867440	1.569430	2.235240	1.627880	1.808890	1.448670	1.407540	1.487380
FBgn0085259	CG34230	0.151576	0.416558	0.241819	0.000000	0.139908	0.000000	0.000000	0.000000	0.351951	0.128469	0.000000	0.000000
FBgn0040718	CG15353	13.619100	11.836100	10.863600	13.022800	13.537700	14.215200	13.635900	9.977550	5.675860	11.542900	10.176300	12.217500
FBgn0015519	nAChRalpha3	9.889210	10.472100	11.049400	11.003200	10.926400	10.963300	12.375500	10.414000	11.907200	11.318900	14.285800	11.211600
FBgn0015040	Cyp9c1	6.476750	7.020290	6.113080	5.216360	6.478980	6.974480	5.058790	6.168470	5.065370	6.524050	4.180710	5.524080
FBgn0040717	Nplp4	2.078970	2.960960	3.061580	2.385540	1.328500	1.541840	2.722180	1.523120	0.866431	2.033130	1.076360	1.398960
FBgn0263400	CG43446	0.000000	0.041143	0.000000	0.000000	0.000000	0.096279	0.044968	0.128332	0.034765	0.000000	0.000000	0.000000
