symbol	ZT0_R1	ZT4_R1	ZT8_R1	ZT12_R1	ZT16_R1	ZT20_R1	ZT0_R2	ZT4_R2	ZT8_R2	ZT12_R2	ZT16_R2	ZT20_R2
Elo68alpha	0.000000	0.000000	0.000000	0.000000	0.071346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG32073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG32074	0.000000	0.000000	0.000000	0.812015	0.439515	0.415058	0.207089	0.000000	0.189721	0.000000	0.000000	0.968726
CG32075	7.168670	6.777350	6.447060	7.604400	7.926770	6.558920	8.715420	8.192600	7.106740	6.509120	7.460540	8.391150
Alg10	5.878850	5.240190	5.840180	4.054320	6.326380	5.750890	6.446250	4.388130	5.393330	6.063210	4.903840	6.726790
Idgf2	126.827000	127.653000	135.981000	98.219500	106.517000	123.249000	146.446000	137.121000	132.342000	115.207000	98.757700	145.352000
bora	0.000000	0.000000	0.000000	0.000000	0.029155	0.000000	0.000000	0.000000	0.050340	0.000000	0.270348	0.000000
sinah	0.000000	0.000000	0.000000	0.078452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074117
loopin-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG4386	0.036590	0.000000	0.037980	0.074111	0.040114	0.000000	0.075605	0.000000	0.000000	0.037055	0.000000	0.000000
Loxl2	7.867770	8.702440	7.515990	6.412370	9.690740	10.158500	8.160830	7.029820	7.120060	8.253550	7.647630	11.450300
CG4363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG13492	0.000000	0.000000	0.005535	0.027001	0.000000	0.000000	0.005509	0.000000	0.000000	0.000000	0.006776	0.005153
CG17450	0.000000	0.098828	0.083148	0.054075	0.087807	0.000000	0.110330	0.121204	0.050536	0.027037	0.035364	0.077400
glec	72.815400	68.488000	65.526100	63.563100	67.871900	38.809600	76.298400	74.980800	58.496200	71.301900	48.880600	57.299900
comr	0.000000	0.000000	0.027790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025872
CG9294	0.000000	0.000000	0.000000	0.053070	0.000000	0.000000	0.054140	0.000000	0.000000	0.000000	0.000000	0.050642
CG1724	0.149215	0.069044	0.464655	0.151113	0.245377	0.154498	0.077080	0.135482	0.282448	0.302227	0.000000	0.216297
CG7600	13.173600	11.712300	11.411400	10.164700	11.467800	11.642700	12.832400	12.943700	10.301000	11.641800	8.848230	12.942800
MED21	178.103000	161.687000	150.388000	171.754000	157.967000	153.039000	161.458000	167.787000	136.995000	145.090000	155.405000	145.683000
Fer2LCH	571.411000	543.678000	506.185000	533.857000	488.940000	532.643000	611.731000	636.926000	589.059000	536.011000	530.488000	610.188000
CG14579	0.000000	0.000000	0.000000	0.000000	0.000000	0.051930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG14367	1.862390	2.165430	0.743523	2.563140	1.989470	3.016100	1.677420	1.560910	2.033830	1.257390	2.609290	1.707470
Adgf-C	3.149430	3.231990	2.815950	2.431590	2.461350	2.066330	3.028270	3.708950	2.980750	2.431590	3.605780	2.892860
Adgf-D	46.336000	40.369200	54.680900	36.928800	48.046400	63.289500	52.952700	47.800100	50.500000	52.387400	52.371100	71.297200
CG15347	4.939700	6.841200	7.161560	5.472890	4.888140	4.906270	5.553310	5.360890	7.852810	7.281930	5.816660	7.030910
CG9312	4.663370	5.559080	4.922600	4.482550	3.639370	5.974190	4.001290	5.525960	3.815160	4.402500	3.917050	5.805060
CG6901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mRpL22	13.773600	12.402000	10.304200	8.796570	10.951000	13.490400	13.653100	11.999000	11.098200	8.733740	12.850800	13.130600
CG9609	2.405070	2.687150	2.709570	2.881210	3.537020	2.459850	3.575630	2.956020	2.553860	2.940620	3.130700	3.174520
CG13008	0.394132	0.475748	0.231235	0.208250	0.432088	0.408085	0.177039	0.529008	0.437897	0.468562	0.348403	0.264960
tn	20.314900	21.254800	16.675500	16.036000	19.900300	18.479000	19.374200	22.167900	16.470500	16.642100	15.711300	18.163100
nac	2.853230	2.510600	2.524680	1.989510	2.512660	3.293250	2.657820	2.081000	2.833230	2.700050	3.387890	1.762860
Sap30	10.016500	10.477200	11.006700	9.846530	9.121070	10.202100	9.438220	10.635100	10.993100	9.020440	12.272100	10.310300
Rrp45	4.107300	3.341200	2.854390	3.320880	3.958140	5.281590	3.866960	3.548840	2.633350	3.262670	4.714030	3.649200
Pdh	1410.400000	805.027000	501.665000	292.307000	270.751000	699.979000	1399.530000	772.578000	564.684000	348.495000	377.370000	672.645000
pav	0.000000	0.000000	0.000000	0.016136	0.052403	0.000000	0.016461	0.000000	0.000000	0.000000	0.161973	0.000000
EbpIII	1145.990000	1120.850000	1028.710000	944.319000	1127.790000	1826.760000	1109.800000	985.034000	970.459000	920.836000	1133.190000	1432.710000
lncRNA:CR43804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43801	1.666120	2.055830	1.008830	0.281219	0.761070	0.718792	0.860660	1.008520	1.182660	2.530970	1.058580	0.536698
CG43800	12.806100	6.708480	7.809450	6.232460	8.234700	7.139780	7.779500	7.602670	6.005610	7.281760	8.605930	11.780600
lncRNA:CR43803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074809
lncRNA:CR43802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG43797	0.000000	0.150770	0.000000	0.082496	0.000000	0.000000	0.000000	0.147926	0.000000	0.000000	0.000000	0.000000
CG43796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141233	0.000000
CG43799	0.586812	0.271523	0.380690	0.817300	0.321658	1.367060	0.378905	0.399600	0.347112	0.445710	0.745662	0.708844
CG43798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG16978	109.608000	122.105000	157.514000	166.270000	99.463200	101.091000	104.913000	120.428000	183.067000	115.900000	119.969000	89.678200
CG16824	0.697493	1.075800	0.723996	0.000000	1.019550	0.722186	0.480402	1.055500	0.440092	1.177280	0.295438	0.674040
CG13056	0.238259	0.000000	1.236560	0.241289	0.000000	0.000000	0.492305	0.216331	0.450996	0.241289	0.302758	0.230247
CG13038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150295
CG7630	216.882000	181.417000	149.852000	139.465000	134.200000	197.007000	230.483000	151.618000	163.919000	126.440000	221.772000	177.230000
Tengl3	0.000000	0.000000	0.000000	0.000000	0.057513	0.000000	0.000000	0.047633	0.000000	0.053129	0.000000	0.000000
AstA	15.345400	13.579500	12.134200	13.057700	13.807700	16.309400	14.436000	14.804400	12.375600	12.187200	12.022600	12.389500
CG31677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31676	61.560400	55.832200	54.599100	41.638500	44.892500	47.037400	68.523400	59.000900	48.881600	51.056300	47.831900	61.550300
CG31675	4.134270	3.546020	2.878350	4.135800	3.648040	3.602000	3.229480	3.936890	3.006220	2.757200	2.883000	3.264420
CG31674	0.859158	1.151000	0.832479	0.902437	0.537305	0.922651	1.217450	1.328160	1.012050	0.821313	1.032690	1.172980
CG31673	13.521700	13.636300	13.969000	13.239300	11.671800	16.976700	13.531400	12.863900	16.574700	14.869000	18.481200	13.131200
CG13069	0.437456	0.809667	0.227039	0.221510	0.479583	0.452943	0.000000	1.390180	0.207014	0.221510	0.000000	0.845493
CG13051	0.000000	0.473781	0.265707	0.000000	0.000000	0.265042	0.264461	0.000000	0.726812	0.000000	0.325277	0.247373
asRNA:CR45943	0.000000	0.710672	0.265707	0.518472	0.841894	0.000000	0.264461	0.464842	0.726812	0.518472	0.000000	0.000000
lncRNA:CR45942	0.000000	0.000000	0.167980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR45945	0.000000	0.000000	0.000000	0.000000	0.279151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
asRNA:CR45944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
aft	6.754830	6.335010	6.846800	8.378780	6.485880	11.852200	7.564100	7.388600	6.521790	6.152090	9.274740	8.499160
lncRNA:CR45938	2.059670	0.953035	2.137930	1.564850	2.258010	4.798310	5.319770	0.936407	1.462770	3.651700	0.000000	2.985610
lncRNA:CR45941	0.272157	0.335814	0.941648	0.275615	0.198926	0.187872	0.000000	0.164751	0.515159	0.643104	0.461112	0.087672
lncRNA:CR45940	0.375198	0.462958	0.908728	0.126657	0.548440	0.258987	1.421310	1.022000	0.355104	1.773200	0.158923	0.725164
CG31740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR45947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR45946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG15308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Jon99Fi	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067602	0.000000	0.000000	0.066266	0.000000	0.000000
PH4alphaSG2	0.000000	0.000000	0.100640	0.000000	0.000000	0.000000	0.000000	0.058688	0.122351	0.000000	0.000000	0.000000
Tsp42Ej	104.407000	83.257200	75.890400	64.499500	71.373100	97.654600	106.859000	93.589700	75.670700	70.873600	84.172800	91.146200
CG15537	9.243760	8.079170	7.711530	9.292000	7.957020	11.201600	9.585400	8.361930	8.489470	7.593090	8.483340	8.138900
Osi23	0.146927	0.000000	0.000000	0.000000	0.000000	0.000000	0.075897	0.200106	0.000000	0.000000	0.093351	0.000000
CG2224	3.970300	5.120480	3.589590	3.927440	4.630740	3.759650	4.440460	4.373460	4.021090	3.577230	4.017710	4.439960
CDase	15.679200	14.572100	16.089400	12.132300	16.845600	17.000800	16.639600	15.580800	13.204800	14.538800	14.052600	16.626300
PH4alphaEFB	21.315700	20.505600	19.842600	15.757700	21.521500	16.037900	22.094400	21.414600	17.051600	21.610500	16.679800	20.191900
Jon99Fii	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31493	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075701	0.192858
CG45061	0.000000	0.151814	0.170281	0.000000	0.179846	0.169856	0.000000	0.000000	0.155262	0.332269	0.208458	0.000000
tRNA:Gly-TCC-1-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tRNA:Thr-AGT-1-3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31496	0.057777	0.000000	0.000000	0.058512	0.000000	0.000000	0.000000	0.052460	0.000000	0.000000	0.000000	0.000000
CG31495	1.548610	1.535450	1.491970	1.269580	1.212660	1.221660	1.218980	1.406090	1.675050	1.232240	1.545890	1.247120
tRNA:Gly-TCC-1-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG32591	0.590164	0.488704	0.354746	0.377478	0.647087	0.643214	1.155280	0.564160	0.352776	0.346056	0.394774	0.720405
lncRNA:CR44822	0.558655	0.755574	0.093530	0.538723	0.083397	0.544100	0.367268	0.077574	0.073663	0.296048	0.373779	0.559300
Tim17b1	0.000000	0.000000	0.000000	0.249294	0.000000	0.000000	0.000000	0.000000	0.000000	0.083089	0.104259	0.079310
skap	168.333000	166.139000	202.469000	194.719000	179.028000	268.769000	179.277000	158.432000	210.380000	185.605000	260.270000	283.725000
CG11999	16.624600	14.312900	10.608400	7.866020	10.905400	12.627600	13.585400	13.053100	12.703400	10.281000	11.601500	8.954580
CG1161	13.096900	11.332300	10.330800	5.456480	10.338000	11.206900	12.330400	12.304400	8.745000	10.135400	10.628700	10.706400
CAHbeta	8.998350	12.179100	13.858400	11.915100	10.913400	9.875990	13.540900	14.458600	15.031800	15.573700	12.445900	13.299400
Cerk	19.657800	21.048500	20.298000	21.167500	17.321100	21.686300	21.793300	19.795600	24.226000	16.673400	22.365200	17.899500
tral	40.139800	41.607700	42.903100	39.771200	42.783400	40.350200	41.162900	42.943200	39.413200	38.573900	41.871600	41.682300
CG14667	4.975120	3.557720	3.708810	3.481080	4.115460	3.418560	4.766140	3.695920	5.265150	3.618490	3.160970	3.496600
lncRNA:CR44571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44572	0.047897	0.000000	0.000000	0.000000	0.000000	0.049593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG11975	12.787000	12.035900	13.110600	14.659300	11.070800	12.236100	12.758400	12.348100	12.427600	11.968100	15.454000	11.541200
zyd	46.061700	45.948000	41.940600	50.189300	45.654500	49.839900	43.166700	48.575800	42.761500	42.489900	45.447000	42.477600
lncRNA:CR44567	4.009270	3.180240	3.567090	0.580038	1.255820	1.186060	1.183460	1.560120	1.084160	0.580038	2.183410	2.213970
lncRNA:CR44568	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG44569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134087	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Dll	5.827600	5.822010	5.206980	5.214310	5.375290	4.988260	5.661500	5.892540	4.747710	5.013120	4.567490	4.959690
awd	421.732000	417.858000	386.321000	223.820000	308.848000	446.027000	453.496000	345.317000	348.720000	287.945000	338.751000	378.888000
CG31798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Axs	10.652500	9.820730	8.648930	9.929830	8.581790	8.710860	10.004900	9.378980	8.707140	8.622200	9.511250	9.182960
b	17.385200	14.897000	15.012500	12.615400	19.991400	28.206200	18.422100	17.539100	13.993000	14.030800	20.423700	19.505100
CG42633	0.362465	0.383354	0.053748	0.471954	0.227069	0.214455	0.213985	0.235075	0.245037	0.524393	0.197395	0.300237
bam	0.000000	0.052362	0.029366	0.000000	0.000000	0.029292	0.058456	0.025687	0.026776	0.028650	0.143797	0.000000
CG33666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG45069	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG42635	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TTLL12	9.742490	9.972960	9.406490	6.807280	9.218820	8.481300	8.603290	10.699000	8.551060	9.315220	8.991000	10.650900
lncRNA:CR44478	0.000000	0.000000	0.000000	0.000000	0.261203	0.000000	0.000000	0.000000	0.225498	0.000000	0.000000	0.000000
lncRNA:CR42646	0.060112	0.018538	0.083198	0.000000	0.000000	0.124489	0.062104	0.127363	0.000000	0.040582	0.050921	0.077457
LIMK1	25.376500	28.691900	28.358900	33.313600	28.460900	30.509900	22.463700	25.615500	27.752100	25.778600	26.628500	30.575400
Ggamma1	523.660000	487.285000	451.908000	580.822000	416.938000	373.473000	486.179000	466.375000	492.461000	407.279000	500.350000	420.627000
CG9246	3.871030	4.230010	3.768410	3.853980	4.843230	5.027080	5.061250	4.050910	2.939250	4.407570	4.557690	5.304850
LysX	0.000000	0.000000	0.000000	0.000000	0.000000	0.136629	0.000000	0.000000	0.124890	0.000000	0.000000	0.000000
gt	1.456000	1.543920	1.227950	1.228760	0.864614	1.099250	1.316210	1.900370	1.751230	1.259480	1.387610	1.319100
bnk	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Top1	31.909200	33.875100	27.688400	29.712100	35.027500	35.362800	30.735600	34.605800	26.716000	31.045800	28.568500	38.290100
CG9249	3.759020	2.861520	3.490290	2.507880	3.190480	4.017670	3.883570	3.560090	3.418590	2.578820	3.587040	4.042770
eIF2beta	40.611800	44.134000	28.210600	24.122400	37.555500	59.489900	37.686900	40.251900	29.292100	30.767800	25.474700	36.799600
Klp98A	17.529700	18.088000	17.461600	14.467600	15.686200	17.603500	17.954300	17.779600	15.655000	14.500400	15.125200	17.428200
lncRNA:CR44699	0.000000	0.000000	0.220991	0.000000	0.233404	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Klp68D	12.911400	12.376500	10.291500	11.220200	13.216200	10.638100	14.011500	11.661000	11.036900	12.208600	11.706700	11.434800
Mcm10	0.128015	0.067696	0.018983	0.074082	0.120293	0.094676	0.113362	0.149442	0.086542	0.074082	0.302101	0.053019
CG33667	0.429592	0.000000	0.111479	0.217528	0.117741	0.222400	0.000000	0.390055	0.304939	0.108764	0.000000	0.103787
cort	0.449179	0.607534	0.179292	0.384852	0.303095	0.321920	0.464117	0.251023	0.457906	0.314993	0.570721	0.467599
mthl8	29.271100	26.412100	23.000300	30.458900	26.940600	25.830000	27.961000	26.875000	27.096600	25.430300	28.706400	28.229300
Xpd	4.243450	4.678260	3.542910	4.185320	4.793690	5.196000	4.250620	4.422470	3.038330	3.849000	4.243440	4.082940
Cp18	0.106919	0.395781	0.110981	0.216557	0.117215	0.000000	0.110461	0.097078	0.202385	0.000000	0.135863	0.103323
Ack-like	14.219400	13.127800	13.687500	12.473800	13.734400	11.014000	13.709000	12.711400	13.086800	12.004100	11.478000	10.962900
Ate1	14.992200	14.061700	15.342600	9.666750	12.143700	12.247600	15.679700	14.351100	13.680900	11.292900	11.147100	14.608900
CR40100	0.496160	0.229580	0.257507	0.502471	0.543941	0.256863	0.000000	1.126240	1.408760	0.000000	0.630477	0.719215
CG11307	8.712820	8.564410	8.405730	7.590700	10.103900	8.068810	10.333000	9.415590	8.361740	9.114910	7.621100	8.776710
CG33136	0.119711	0.055377	0.000000	0.093823	0.065636	0.185942	0.185534	0.000000	0.000000	0.000000	0.176592	0.089529
fs(1)h	55.155500	67.731100	65.605100	72.296700	62.870500	74.446500	50.321700	65.631900	61.544600	53.329000	61.323000	61.629300
wapl	7.536030	7.882670	7.088620	6.960250	7.987840	7.172850	7.675710	7.037880	7.226730	6.965440	6.883490	7.301110
Pgd	12.274600	15.737800	16.365300	9.684520	10.127600	10.643800	10.655900	13.868900	18.194200	12.957000	9.827990	12.931700
fru	35.968200	35.424000	31.504200	36.683200	36.496600	34.156200	33.391500	34.066300	29.879500	28.976300	33.189200	35.186100
fs(1)N	0.030028	0.027789	0.054546	0.030410	0.032920	0.038864	0.023267	0.061346	0.056840	0.038013	0.114472	0.021764
kek2	10.505900	10.426300	9.739370	12.885600	11.050100	9.082070	10.193100	10.926700	10.562200	9.746950	10.315100	9.575670
5SrRNA:CR33387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AGBE	36.288800	47.793100	46.762400	28.266100	30.772200	45.032100	34.248300	44.410400	48.045000	33.823200	28.321900	42.968300
pns	17.183900	16.205700	15.674900	13.561100	18.250200	15.912200	18.454300	18.371000	15.509600	16.776700	15.168000	18.483700
tRNA:Glu-TTC-1-6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tRNA:Glu-TTC-1-5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
l(2)35Cc	2.010510	1.696410	1.002930	2.215740	2.852400	2.449040	2.138220	1.932850	1.958800	1.377360	2.855340	2.742930
tRNA:Asp-GTC-1-10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tRNA:Asp-GTC-1-11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tRNA:Ala-AGC-2-3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG11777	8.047040	5.939820	9.148310	7.082210	5.986340	4.364340	7.818800	8.176250	7.525400	6.791160	5.599660	5.647190
lncRNA:CR44927	0.000000	0.048496	0.108790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44926	0.230843	0.106814	0.119807	0.000000	0.000000	0.000000	0.119246	0.000000	0.000000	0.000000	0.000000	0.000000
Cyp49a1	0.328262	0.365221	0.584035	0.366157	0.468174	0.461316	0.475993	0.208930	0.466936	0.202457	0.418105	0.409034
CG12895	17.165800	15.980900	16.895000	19.049500	18.480700	23.520400	18.588900	16.801300	15.079000	15.045900	16.196200	27.316700
lncRNA:CR44931	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG12896	1.480620	3.905090	2.920070	2.773990	1.623210	3.142730	2.218030	3.629750	2.942780	2.174210	4.045100	2.790130
Prx2540-1	3.405430	4.247640	3.073760	3.148850	2.678290	4.599110	2.447480	3.629750	4.694430	3.898580	7.243560	4.149420
Calx	45.951800	42.228700	34.068700	40.161700	35.173000	40.780700	43.624700	39.943900	36.472000	34.741600	34.160300	42.238300
lncRNA:CR44934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44933	0.000000	0.085570	0.000000	0.000000	0.050685	0.000000	0.000000	0.000000	0.043756	0.000000	0.000000	0.000000
AhcyL2	5.016810	5.778960	5.416500	6.411420	5.672800	4.094250	4.166320	5.387540	5.871020	6.645810	5.569270	3.928470
CG13332	0.439929	0.152671	0.057081	0.000000	0.180860	0.113876	0.284066	0.299580	0.312276	0.111381	0.069878	0.318852
CG17765	53.428800	54.900800	52.872100	55.770500	56.441700	64.005400	55.889800	57.838600	57.815900	53.554400	57.542700	66.610900
trsn	5.924040	6.150830	6.974020	4.901940	5.860920	5.460540	6.717420	5.641200	5.880270	7.096840	5.416310	7.679670
CG17333	13.716900	16.536500	14.315100	8.710300	11.217500	8.367990	10.724300	14.204900	13.052500	15.393200	9.233350	12.539200
kuz	22.395200	21.942400	21.714400	25.150600	22.129100	19.893400	20.834000	24.241600	22.859300	22.922100	19.630400	20.256500
ksr	5.128890	5.270990	5.633240	4.388980	5.514080	6.256710	6.682090	5.863340	4.686940	5.043740	4.517580	5.988260
CG13931	0.646463	0.668481	0.288374	0.281360	0.182749	0.575324	0.287032	0.706319	0.525894	0.337633	0.000000	0.374191
CG12011	0.062897	0.116414	0.032645	0.063697	0.206863	2.246770	0.097472	0.057108	0.178586	0.095546	0.199811	0.091174
CG13930	0.000000	0.022801	0.025574	0.000000	0.000000	0.000000	0.000000	0.022370	0.023318	0.000000	0.000000	0.023809
RabX5	1.195780	1.967310	1.792870	2.489260	1.529430	0.756626	1.441300	1.990500	3.206600	2.354710	1.519500	0.962979
CG7974	2.881320	2.125430	2.557350	2.621940	2.746770	3.372450	2.459080	2.009490	2.489870	2.328060	2.440880	2.824780
CG7971	126.295000	113.973000	96.730600	89.654900	116.225000	103.090000	109.783000	116.828000	91.046800	98.796100	82.243500	107.476000
CG7970	17.985900	17.795300	14.927900	12.112800	14.623500	17.099500	16.960100	20.869100	15.879400	17.933800	16.495000	18.373600
Vta1	22.406400	23.757500	23.022300	21.083600	27.448200	28.694100	22.352100	24.174200	23.782000	19.613800	22.593200	26.825000
lncRNA:CR45390	0.818865	0.000000	0.000000	0.000000	0.224431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Arpc3B	0.507407	0.939135	0.948036	0.513837	1.001290	0.522755	1.362970	1.013560	0.576278	0.616633	0.902648	1.274900
snoRNA:Irbp-a	0.000000	0.000000	0.000000	0.000000	4.544760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
l(2)tid	3.745630	3.400620	3.167490	2.361250	4.074240	4.966780	4.213450	3.554620	2.759710	3.658850	4.052300	5.745850
GlcAT-I	3.771090	2.544020	2.853480	3.533520	3.322860	2.517920	4.078100	2.944020	3.769260	3.212290	3.269290	2.690640
Sap47	414.653000	396.510000	356.461000	389.020000	339.731000	343.006000	394.231000	406.112000	366.038000	344.626000	348.873000	343.148000
Rpt1	15.892600	13.425800	15.172200	10.705400	13.706700	13.700100	17.247700	15.522300	14.834500	17.128400	13.988300	17.366100
Rpt5	15.416800	17.437600	15.444800	12.211400	16.312300	14.328100	17.072800	15.919300	15.989900	15.987100	14.255300	15.482700
Rpt4	9.321630	10.099300	10.383800	6.715590	9.970070	10.044000	11.118100	9.392670	10.436200	8.902960	8.811610	9.447620
spt4	25.822700	25.455500	21.559800	18.002600	16.001000	21.893200	24.165100	22.936400	20.366400	20.466100	17.120000	18.987100
CG14070	0.000000	0.000000	0.000000	0.000000	0.000000	0.056288	0.000000	0.000000	0.000000	0.000000	0.059206	0.000000
snoRNA:684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
asRNA:CR44134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44133	6.510050	9.348580	7.871930	6.443650	11.086000	16.021500	6.390760	9.228050	8.494410	14.629900	11.482600	18.695800
lncRNA:CR44131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185567	0.000000	0.113331	0.000000	0.000000	0.000000
lncRNA:CR44138	2.624770	1.518140	1.021690	2.990420	1.438770	2.039960	1.186380	0.893699	2.949980	1.495210	4.586070	3.329170
asRNA:CR44137	3.599190	2.135120	2.011660	2.289790	1.416440	3.009950	3.098700	1.508280	2.227280	2.009410	2.228130	3.299800
Rpn7	15.871800	15.952500	15.307000	13.347300	14.316700	18.597100	17.310900	16.746000	13.424500	13.754200	15.419900	16.270000
Rpn6	27.718500	27.368800	29.413800	21.418700	27.384600	24.094400	28.545600	28.778100	27.572200	25.953100	23.244400	27.725800
CG15211	35.796900	49.443000	46.570700	40.427600	25.186500	24.000600	32.969400	54.629100	47.566900	41.662900	21.005100	25.923500
ND-51L1	0.049326	0.091296	0.128002	0.149862	0.270383	0.076609	0.050961	0.044787	0.210081	0.099908	0.188039	0.166837
Fis1	85.675300	74.629800	65.438400	79.957400	66.485900	71.699400	89.608400	78.468900	83.542200	69.678600	80.560000	76.364800
